OBJECTID,Project Address,Development Site Square Feet,Permit Number,Master User Permit Number,Permit Stage,Type of Permit,New Units Permitted,Demolished Units Permitted,Net Units Permitted,Sleeping Rooms Permitted,Permit Value,Type of Dwelling Unit,Type of Dwelling Unit per Code,Description of Work,Application Date,Issued Date,Year Issued,Final Date,Year Finaled,VILLNUMB,Urban Village Name,Urban Village Type,Comp Plan Name,Comp Plan Type,Community Reporting Area Number,Community Reporting Area,Neighborhood,Council District,Census Block 2010,Census Block Group 2010,GEOID10,SOURCE,XCOORD_StatePlane,YCOORD_StatePlane,MAF_ID,DevSite_ID,RecordNumber,STATUS_COLOR,Longitude,Latitude,Expiration Date,Zoning All Zones,Zoning Primary Zone,Zoning Report Zone,Zoning Category,Zoning Class,Parent Construction Permit,GEOID20,Census Block 2020,Census Block Group 2020,Quarter Issued,Quarter and Year Issued,Quarter Final,Quarter and Year Final,Condo Parcel or Plat (Y/N),Most Recent Inspection Date,Most Recent Inspection Type,x,y
801,14326 WALLINGFORD AVE N,5254,6880517,,Permit Finaled,Construction Permit,2,0,2,0,770201,ADU,"Accessory Dwelling, Attached","Establish land use as single family dwelling with two (2) attached accessory dwellings and construct as townhouse building, per plan.",3/30/2022 12:00:00 AM,7/19/2022 12:00:00 AM,2022,9/29/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,300.2000,300.2,530330003002000,ACC,1270487.856,271054.355,23017,DV1221284,6880517-CN,#001a73,-122.33670321,47.73318485,1/19/2024 12:00:00 AM,NR3,NR3,NR3,NR3,NR,,530330003002000,300.2000,300.2,3,2022_3,3,2023_3,Y,9/29/2023 12:00:00 AM,Building Final,1270487.85592198,271054.354998127
808,14337 ROSLYN PL N,5290,6871636,,Permit Finaled,Construction Permit,1,0,1,0,359460,ADU,"Accessory Dwelling, Attached","Establish use as and construct new single family residence with attached accessory dwelling unit (east building).
(Construct one new single family residence and change use of existing single family residence to detached accessory dwelling (DADU) unit and",1/31/2022 12:00:00 AM,6/21/2022 12:00:00 AM,2022,7/18/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,300.2005,300.2,530330003002005,ACC,1269447.8987,271171.5061,759930,DV1132588,6871636-CN,#001a73,-122.34093774,47.73345019,12/21/2023 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330003002005,300.2005,300.2,2,2022_2,3,2023_3,Y,7/18/2023 12:00:00 AM,Building Final,1269447.89868431,271171.506010547
810,14348 EVANSTON AVE N,7239,6763792,,Permit Finaled,Construction Permit,1,0,1,0,800,ADU,"Accessory Dwelling, Attached","Construct alterations to create an attached accessory dwelling unit in the basement of an existing single family residence, per plans",2/12/2020 12:00:00 AM,4/27/2020 12:00:00 AM,2020,9/4/2020 12:00:00 AM,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1,Broadview/Bitter Lake,Northwest,5,401.1001,401.1,530330004011001,ACC,1266842.318,271329.606,22446,DV1136343,6763792-CN,#001a73,-122.35153656,47.73374311,10/27/2021 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330004041001,404.1001,404.1,2,2020_2,3,2020_3,N,9/4/2020 12:00:00 AM,Building Final,1266842.31793748,271329.606088057
824,149 NE 95TH ST,8101,6755194,,Permit Finaled,Construction Permit,1,0,1,0,50000,ADU,"Accessory Dwelling, Attached","Construct alterations to create attached accessory dwelling unit at basement level of existing single family residence, per plan",12/12/2019 12:00:00 AM,2/12/2020 12:00:00 AM,2020,3/5/2020 12:00:00 AM,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,North,5,1900.1012,1900.1,530330019001012,ACC,1272833.598,257995.757,50209,DV1192449,6755194-CN,#001a73,-122.32614343,47.69751694,8/12/2021 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330019004006,1900.4006,1900.4,1,2020_1,1,2020_1,N,3/5/2020 12:00:00 AM,Building Final,1272833.59794964,257995.757099628
834,1502 5TH AVE N,7092,6773378,,Permit Finaled,Construction Permit,1,0,1,0,35000,ADU,"Accessory Dwelling, Attached","Construct new Attached Accessory Dwelling unit (AADU) in existing single family residence, per plan.",5/22/2020 12:00:00 AM,7/8/2020 12:00:00 AM,2020,2/22/2021 12:00:00 AM,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6700.3001,6700.3,530330067003001,ACC,1267251.583,234375.16,120466,DV0025018,6773378-CN,#001a73,-122.34692038,47.63247488,1/8/2022 12:00:00 AM,LR1 (M),LR1 (M),LR1 (M),LR1,L,,530330067032004,6703.2004,6703.2,3,2020_3,1,2021_1,N,2/22/2021 12:00:00 AM,Building Final,1267251.58286698,234375.159983963
845,1511 NE 130TH PL,11519,6803782,,Permit Finaled,Construction Permit,1,0,1,0,25606,ADU,"Accessory Dwelling, Attached","Establish existing attached accessory dwelling unit (AADU) to existing single family residence, per plan.",10/29/2020 12:00:00 AM,12/8/2020 12:00:00 AM,2020,9/7/2021 12:00:00 AM,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,200.5005,200.5,530330002005005,ACC,1276455.108,267947.344,28203,DV0091589,6803782-CN,#001a73,-122.31221627,47.72498561,6/8/2022 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002012010,201.2010,201.2,4,2020_4,3,2021_3,N,9/7/2021 12:00:00 AM,Building Final,1276455.10809506,267947.344151795
847,1512 32ND AVE S,4626,6615867,,Permit Finaled,Construction Permit,1,0,1,0,297810,ADU,"Accessory Dwelling, Attached","Construct addition and alterations and create and accessory dwelling unit (ADU) to existing single family residence, per plan",1/17/2018 12:00:00 AM,4/26/2018 12:00:00 AM,2018,5/28/2019 12:00:00 AM,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.4,Mt. Baker/North Rainier,Southeast,2,9500.1035,9500.1,530330095001035,ACC,1280679.839,218250.002,151234,DV0094474,6615867-CN,#001a73,-122.29122922,47.58898685,10/26/2019 12:00:00 AM,SINGLE FAMILY 5000,SF 5000,SF 5000,SF 5000,SF,,530330095001016,9500.1016,9500.1,2,2018_2,2,2019_2,N,5/28/2019 12:00:00 AM,Building Final,1280679.8391469,218250.00194563
856,1911 36TH AVE SW,11272,6671818,,Permit Finaled,Construction Permit,1,0,1,0,419279,ADU,"Accessory Dwelling, Attached","Construct additions and alterations, and substantial alterations to existing single family residence, per plans.",6/12/2018 12:00:00 AM,10/7/2019 12:00:00 AM,2019,7/11/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.4,Alki/Admiral,Southwest,1,9600.1000,9600.1,530330096001000,ACC,1259009.213,217735.465,149641,DV1212497,6671818-CN,#001a73,-122.3789875,47.58641724,10/7/2022 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330096001000,9600.1000,9600.1,4,2019_4,3,2022_3,N,7/11/2022 12:00:00 AM,Building Final,1259009.21286881,217735.464916974
857,1718 NE 96TH ST,6083,6842022,3038134,Permit Finaled,Construction Permit,1,0,1,0,681136,ADU,"Accessory Dwelling, Attached","Establish use as and construct Single-family residence with an attached accessory dwelling unit (AADU) and a detached accessory dwelling unit (DADU), per plan.",7/21/2021 12:00:00 AM,5/10/2022 12:00:00 AM,2022,12/13/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,North,5,2000.1004,2000.1,530330020001004,ACC,1277167.9836,258348.2116,43888,DV0348659,6842022-CN,#001a73,-122.30857278,47.69871214,11/10/2023 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330020002011,2000.2011,2000.2,2,2022_2,4,2023_4,Y,12/13/2023 12:00:00 AM,Building Final,1277167.98363781,258348.211447224
859,1719 N 128TH ST,49384,6626624,3030180,Permit Finaled,Construction Permit,1,0,1,0,823118,ADU,"Accessory Dwelling, Attached","Establish use as single family residence and construct one family dwelling with accessory dwelling unit and detached gazebo, per plans.",1/11/2018 12:00:00 AM,10/19/2018 12:00:00 AM,2018,11/1/2019 12:00:00 AM,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.3004,600.3,530330006003004,ACC,1270525.115,266845.839,27086,DV0094408,6626624-CN,#001a73,-122.33621787,47.7216515,4/19/2020 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330006022002,602.2002,602.2,4,2018_4,4,2019_4,N,11/1/2019 12:00:00 AM,Building Final,1270525.11503381,266845.839136973
868,1741 B NE BROCKMAN PL,9631,6825943,,Permit Finaled,Construction Permit,1,0,1,0,1000,ADU,"Accessory Dwelling, Attached","Construct substantial alterations to existing single family residence with ADU to add a 2nd ADU and convert into multifamily building, occupy per plan.",10/14/2021 12:00:00 AM,7/20/2022 12:00:00 AM,2022,2/9/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,200.5006,200.5,530330002005006,ACC,1277013.70253,266781.77079,759831,DV0059031,6825943-CN,#001a73,-122.30985626,47.72182021,1/20/2024 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002012012,201.2012,201.2,3,2022_3,1,2023_1,N,2/9/2023 12:00:00 AM,Building Final,1277013.70245031,266781.770695552
869,1741 NE BROCKMAN PL,9631,6539034,,Permit Finaled,Construction Permit,1,0,1,0,126208,ADU,"Accessory Dwelling, Attached","Construct accessory dwelling unit to existing single family residence, per plan.",9/26/2016 12:00:00 AM,8/3/2018 12:00:00 AM,2018,5/21/2019 12:00:00 AM,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,200.5006,200.5,530330002005006,ACC,1277013.70253,266781.77079,410736,DV0003660,6539034-CN,#001a73,-122.30985626,47.72182021,2/3/2020 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002012012,201.2012,201.2,3,2018_3,2,2019_2,N,5/21/2019 12:00:00 AM,Building Final,1277013.70245031,266781.770695552
871,1749 S SNOQUALMIE ST,6575,6744370,,Permit Finaled,Construction Permit,1,0,1,0,70000,ADU,"Accessory Dwelling, Attached","Construct alterations to basement of existing single family residence to create an attached accessory dwelling unit (AADU), per plan",12/3/2019 12:00:00 AM,2/26/2020 12:00:00 AM,2020,12/8/2020 12:00:00 AM,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.6,North Beacon Hill/Jefferson Park,Greater Duwamish,2,10001.2028,10001.2,530330100012028,ACC,1276327.11,208277.26,160700,DV0088092,6744370-CN,#001a73,-122.30809053,47.56142427,8/26/2021 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330100012006,10001.2006,10001.2,1,2020_1,4,2020_4,N,12/8/2020 12:00:00 AM,Building Final,1276327.10999148,208277.260080129
877,1517 NE 89TH ST,9445,6784231,,Permit Finaled,Construction Permit,1,0,1,0,122970,ADU,"Accessory Dwelling, Attached","Construct alterations for attached accessory dwelling unit (AADU) within an existing single family residence, per plan.",9/29/2020 12:00:00 AM,4/15/2021 12:00:00 AM,2021,2/7/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,North,5,2000.1014,2000.1,530330020001014,ACC,1276398.512,256231.784,52140,DV0036069,6784231-CN,#001a73,-122.31153191,47.69287058,10/15/2022 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330020001009,2000.1009,2000.1,2,2021_2,1,2022_1,N,2/3/2022 12:00:00 AM,Building Final,1276398.51207964,256231.783921555
884,1520 27TH AVE,5384,6697476,,Permit Finaled,Construction Permit,1,0,1,0,553960,ADU,"Accessory Dwelling, Attached","Establish use as and construct a single-family residence and an accessory dwelling unit (ADU) with attached garage, per plans.",3/1/2019 12:00:00 AM,5/28/2020 12:00:00 AM,2020,11/3/2021 12:00:00 AM,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3,Central Area/Squire Park,Central,3,7700.3012,7700.3,530330077003012,ACC,1279381.205,227695.48,137265,DV1183472,6697476-CN,#001a73,-122.2972189,47.61480929,11/28/2021 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330077003012,7700.3012,7700.3,2,2020_2,4,2021_4,N,11/3/2021 12:00:00 AM,Building Final,1279381.20493314,227695.480101883
885,1520 36TH AVE S,5710,6584709,,Permit Finaled,Construction Permit,1,0,1,0,447936,ADU,"Accessory Dwelling, Attached","Construct additions and substantial alterations, including alterations for accessory dwelling unit, to existing single family residence, per plan",1/17/2018 12:00:00 AM,6/6/2018 12:00:00 AM,2018,12/5/2019 12:00:00 AM,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.4,Mt. Baker/North Rainier,Southeast,2,9500.1066,9500.1,530330095001066,ACC,1281839.942,217928.127,151806,DV0075605,6584709-CN,#001a73,-122.28650424,47.58816474,12/6/2019 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330095001040,9500.1040,9500.1,2,2018_2,4,2019_4,N,12/5/2019 12:00:00 AM,Building Final,1281839.94214164,217928.126933217
890,1521 S PEARL ST,7297,6875342,,Permit Finaled,Construction Permit,1,0,1,0,185500,ADU,"Accessory Dwelling, Attached","Construct addition and alterations to existing single family residence, per plan. (Construct addition and alterations to existing SFR with DADU and construct one family dwelling, per plan.  Review and process for two CN records under 6875342-CN)",2/16/2022 12:00:00 AM,6/28/2022 12:00:00 AM,2022,5/11/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.5,Beacon Hill,Greater Duwamish,2,10402.2009,10402.2,530330104022009,ACC,1275214.94,206517.97,170943,DV0347758,6875342-CN,#001a73,-122.31245731,47.55654356,12/28/2023 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330104022012,10402.2012,10402.2,2,2022_2,2,2023_2,Y,5/11/2023 12:00:00 AM,Building Final,1275214.93997173,206517.969963551
891,1522 25TH AVE,4814,6766461,,Permit Finaled,Construction Permit,1,0,1,0,129661,ADU,"Accessory Dwelling, Attached","Construct alterations to create attached accessory dwelling unit at basement level of existing single family residence, per plan",1/22/2020 12:00:00 AM,2/6/2020 12:00:00 AM,2020,5/6/2021 12:00:00 AM,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3,Central Area/Squire Park,Central,3,7700.3008,7700.3,530330077003008,ACC,1278739.602,227719.118,137251,DV1203196,6766461-CN,#001a73,-122.29982158,47.61484059,8/6/2021 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330077003008,7700.3008,7700.3,1,2020_1,2,2021_2,N,5/6/2021 12:00:00 AM,Building Final,1278739.60188565,227719.117849886
897,1524 5TH AVE W,3643,6811109,,Permit Finaled,Construction Permit,1,0,1,0,653028,ADU,"Accessory Dwelling, Attached","Establish use as single-family residence (w/ (2) attached accessory dwelling units (AADU'S)), and construct townhouse structure, per plan",2/1/2021 12:00:00 AM,8/25/2021 12:00:00 AM,2021,1/11/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6900.2025,6900.2,530330069002025,ACC,1263191.437,234694.43,119477,DV1172621,6811109-CN,#001a73,-122.36340992,47.63312989,2/25/2023 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330069003000,6900.3000,6900.3,3,2021_3,1,2023_1,Y,1/11/2023 12:00:00 AM,Building Final,1263191.43711589,234694.430014715
898,1524 5TH AVE W,3643,6811109,,Permit Finaled,Construction Permit,1,0,1,0,653028,ADU,"Accessory Dwelling, Attached","Establish use as single-family residence (w/ (2) attached accessory dwelling units (AADU'S)), and construct townhouse structure, per plan",2/1/2021 12:00:00 AM,8/25/2021 12:00:00 AM,2021,1/11/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6900.2025,6900.2,530330069002025,ACC,1263191.437,234694.43,119477,DV1172621,6811109-CN,#001a73,-122.36340992,47.63312989,2/25/2023 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330069003000,6900.3000,6900.3,3,2021_3,1,2023_1,Y,1/11/2023 12:00:00 AM,Building Final,1263191.43711589,234694.430014715
903,1524 TAYLOR AVE N,5932,6792378,3036838,Permit Finaled,Construction Permit,2,0,2,0,883294,ADU,"Accessory Dwelling, Attached","Establish use as townhouse and construct apartment structure, occupy per plan",11/19/2020 12:00:00 AM,1/21/2022 12:00:00 AM,2022,4/10/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6700.4031,6700.4,530330067004031,ACC,1267595.6121,234554.2533,755743,DV0055546,6792378-CN,#001a73,-122.34553961,47.63298431,7/21/2023 12:00:00 AM,LR3 (M),LR3 (M),LR3 (M),LR3,L,,530330067032005,6703.2005,6703.2,1,2022_1,2,2023_2,N,4/10/2023 12:00:00 AM,Building Final,1267595.61203456,234554.2534578
906,1525 26TH AVE,4807,6700633,,Permit Finaled,Construction Permit,1,0,1,0,507164,ADU,"Accessory Dwelling, Attached","Establish use and Construct single-family residence with attached accessory dwelling unit[AADU], per plan.",2/21/2020 12:00:00 AM,2/6/2021 12:00:00 AM,2021,5/31/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3,Central Area/Squire Park,Central,3,7700.3008,7700.3,530330077003008,ACC,1278925.763,227747.807,137241,DV1220123,6700633-CN,#001a73,-122.29906916,47.61492895,8/6/2022 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330077003008,7700.3008,7700.3,1,2021_1,2,2022_2,N,5/31/2022 12:00:00 AM,Building Final,1278925.76293065,227747.807096973
915,153 NW 74TH ST,3996,6613192,,Permit Finaled,Construction Permit,1,0,1,0,415487,ADU,"Accessory Dwelling, Attached","Establish use and construct a single family dwelling with accessory dwelling unit (ADU) and attached garage, per plan.",12/12/2017 12:00:00 AM,8/30/2018 12:00:00 AM,2018,7/25/2019 12:00:00 AM,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,Northwest,6,2900.2010,2900.2,530330029002010,ACC,1264318.574,252613.456,67366,DV0094231,6613192-CN,#001a73,-122.36028127,47.68230633,2/29/2020 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330029002010,2900.2010,2900.2,3,2018_3,3,2019_3,N,7/25/2019 12:00:00 AM,Building Final,1264318.57396923,252613.455856383
923,1540 NE 89TH ST,5871,6811932,,Permit Finaled,Construction Permit,1,0,1,0,638823,ADU,"Accessory Dwelling, Attached","Establish use as and construct single-family residence w/attached garage, attached accessory dwelling unit (AADU) & detached accessory dwelling unit (DADU), per plan",1/4/2021 12:00:00 AM,5/10/2021 12:00:00 AM,2021,10/4/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,North,5,2000.1013,2000.1,530330020001013,ACC,1276660.4004,256430.3354,747673,DV0339584,6811932-CN,#001a73,-122.31048419,47.69342859,11/10/2022 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330020001008,2000.1008,2000.1,2,2021_2,4,2022_4,Y,10/4/2022 12:00:00 AM,Building Final,1276660.40033539,256430.335361719
938,1554 NW 50TH ST,4308,6642720,,Permit Finaled,Construction Permit,1,0,1,0,150000,ADU,"Accessory Dwelling, Attached","Construct alterations including creating a new accessory dwelling unit (ADU) for existing single family residence, per plans",4/9/2018 12:00:00 AM,7/5/2018 12:00:00 AM,2018,4/4/2019 12:00:00 AM,2019,303,Ballard,Hub Urban Village,Ballard,Hub Urban Villages,10.4,Ballard,Ballard,6,4700.2025,4700.2,530330047002025,ACC,1259663.736,246481.778,80667,DV0094041,6642720-CN,#001a73,-122.37867473,47.66524507,1/5/2020 12:00:00 AM,NONE,UNKNOWN,UNKNOWN,UNKNOWN,UNK,,530330047032014,4703.2014,4703.2,3,2018_3,2,2019_2,N,4/4/2019 12:00:00 AM,Building Final,1259663.73583798,246481.778159127
940,1571 PARKSIDE DR E,23225,6800515,,Permit Finaled,Construction Permit,1,0,1,0,140000,ADU,"Accessory Dwelling, Attached","Construct alterations to lower level of single family residence for accessory dwelling unit (AADU), per plan.",10/5/2020 12:00:00 AM,12/29/2020 12:00:00 AM,2020,9/19/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.5,Madison Park,East,3,6300.4005,6300.4,530330063004005,ACC,1280878.86,234745.222,122478,DV0008247,6800515-CN,#001a73,-122.29168951,47.63421054,6/29/2022 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330063002008,6300.2008,6300.2,4,2020_4,3,2022_3,N,9/19/2022 12:00:00 AM,Building Final,1280878.86007431,234745.221907884
941,158 NW 81ST ST,3840,6686155,,Permit Finaled,Construction Permit,1,0,1,0,250000,ADU,"Accessory Dwelling, Attached","Construct new foundation and establish an accessory dwelling unit in basement of existing single family residence , per plan.",12/10/2018 12:00:00 AM,8/12/2019 12:00:00 AM,2019,8/11/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,Northwest,6,2900.1014,2900.1,530330029001014,ACC,1264311.732,254649.234,57937,DV1168500,6686155-CN,#001a73,-122.36047303,47.68788591,8/12/2022 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330029001014,2900.1014,2900.1,3,2019_3,3,2022_3,N,8/11/2022 12:00:00 AM,Building Final,1264311.7321194,254649.233937055
943,160 37TH AVE E,3696,6816739,,Permit Finaled,Construction Permit,1,0,1,0,410000,ADU,"Accessory Dwelling, Attached","Construct substantial alterations throughout existing single-family residence, per plan",1/4/2021 12:00:00 AM,2/4/2021 12:00:00 AM,2021,7/20/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.1,Madrona/Leschi,Central,3,7800.4020,7800.4,530330078004020,ACC,1282109.912,229325.336,141870,DV1123277,6816739-CN,#001a73,-122.28628235,47.61941848,8/4/2022 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330078004019,7800.4019,7800.4,1,2021_1,3,2022_3,N,7/20/2022 12:00:00 AM,Building Final,1282109.91207415,229325.336094141
944,160 CROCKETT ST,2000,6089367,,Permit Finaled,Construction Permit,1,0,1,0,222682,ADU,"Accessory Dwelling, Attached",Establish use as single family residence. Construct new one family dwelling with accessory adu & 1 parking space per plan,9/26/2006 12:00:00 AM,2/2/2007 12:00:00 AM,2007,4/3/2008 12:00:00 AM,2008,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6800.1010,6800.1,530330068001010,ACC,1265571.533,236267.058,119838,DV0069776,6089367-CN,#001a73,-122.35388456,47.6375697,8/2/2008 12:00:00 AM,LOWRISE-2,LR2,LR2,L-2,L,,530330068001006,6800.1006,6800.1,1,2007_1,2,2008_2,N,4/3/2008 12:00:00 AM,Building Final,1265571.53307748,236267.058103055
945,1600 WARREN AVE N,5998,6114190,,Permit Finaled,Construction Permit,1,0,1,0,401897,ADU,"Accessory Dwelling, Attached","SFR remodel and addition to include the creation of an accessory dwelling unit, establish surface parking per plans.",11/3/2006 12:00:00 AM,1/16/2007 12:00:00 AM,2007,10/15/2007 12:00:00 AM,2007,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6800.1029,6800.1,530330068001029,ACC,1265472.791,234727.788,120352,DV0070199,6114190-CN,#001a73,-122.35416162,47.63334529,7/16/2008 12:00:00 AM,SINGLE FAMILY 5000,SF 5000,SF 5000,SF 5000,SF,,530330068002007,6800.2007,6800.2,1,2007_1,4,2007_4,N,10/15/2007 12:00:00 AM,Building Final,1265472.79114898,234727.787887633
947,1601 E JEFFERSON ST,4800,6779196,,Permit Finaled,Construction Permit,1,0,1,0,590011,ADU,"Accessory Dwelling, Attached","Establish use as and construct single family residence with one attached and one detached accessory dwelling unit (AADU and DADU), per plan.",6/16/2020 12:00:00 AM,2/17/2021 12:00:00 AM,2021,8/22/2022 12:00:00 AM,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3,Central Area/Squire Park,Central,3,8700.3002,8700.3,530330087003002,ACC,1275834.393,224539.978,614847,DV0003027,6779196-CN,#001a73,-122.31135076,47.60597425,8/17/2022 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330087003002,8700.3002,8700.3,1,2021_1,3,2022_3,Y,8/22/2022 12:00:00 AM,Building Final,1275834.39312914,224539.977882713
962,1723 NE 113TH ST,7494,6834556,,Permit Finaled,Construction Permit,1,0,1,0,47109,ADU,"Accessory Dwelling, Attached","Construct alterations to existing single-family residence to create attached accessory dwelling unit (AADU), per plan.",6/23/2021 12:00:00 AM,8/9/2022 12:00:00 AM,2022,4/13/2023 12:00:00 AM,2023,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,1100.1010,1100.1,530330011001010,ACC,1277150.944,262522.379,37246,DV1117827,6834556-CN,#001a73,-122.30896698,47.71015254,2/9/2024 12:00:00 AM,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330011001010,1100.1010,1100.1,3,2022_3,2,2023_2,N,4/13/2023 12:00:00 AM,Building Final,1277150.94397372,262522.378951877
970,1728 NE 88TH ST,6949,6797851,,Permit Finaled,Construction Permit,1,0,1,0,66040,ADU,"Accessory Dwelling, Attached","Construct alterations to create an attached accessory dwelling unit (AADU) to existing single family residence in the basement, per plan.",9/28/2020 12:00:00 AM,11/10/2020 12:00:00 AM,2020,4/29/2021 12:00:00 AM,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1,Northgate/Maple Leaf,North,5,2000.1015,2000.1,530330020001015,ACC,1277177.473,256079.614,52187,DV1223566,6797851-CN,#001a73,-122.30835769,47.69249446,5/10/2022 12:00:00 AM,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330020001010,2000.1010,2000.1,4,2020_4,2,2021_2,N,4/29/2021 12:00:00 AM,Building Final,1277177.47312014,256079.613950297
973,1910 A 8TH AVE W,3602,6766515,,Permit Finaled,Construction Permit,1,0,1,0,313717,ADU,"Accessory Dwelling, Attached","Construct East single family residence with attached accessory dwelling unit, per plan. (Establish use as and construct 2 new single family residences with attached accessory dwelling unit, per plan.  Review & process for 2 records under permit #6735734-C",1/14/2020 12:00:00 AM,6/11/2020 12:00:00 AM,2020,6/28/2021 12:00:00 AM,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6900.1005,6900.1,530330069001005,ACC,1262286.0363,235876.1837,752447,DV0035105,6766515-CN,#001a73,-122.36717687,47.6363196,12/11/2021 12:00:00 AM,LR1 (M),LR1 (M),LR1 (M),LR1,L,6735734-CN,530330069002004,6900.2004,6900.2,2,2020_2,2,2021_2,N,6/28/2021 12:00:00 AM,Building Final,1262286.03636764,235876.183556721
